
0 	0 	0 	0 	
0 	0 	2.0752e+07 	0 	
0 	0 	2.93478e+07 	0 	
0 	0 	4.15041e+07 	0 	
0 	0 	4.6403e+07 	0 	
0 	0 	5.86956e+07 	0 	
0 	0 	6.22561e+07 	0 	
0 	0 	6.56237e+07 	0 	
0 	0 	7.48225e+07 	0 	
0 	0 	8.30081e+07 	0 	
0 	0 	8.55628e+07 	0 	
0 	0 	8.80434e+07 	0 	
0 	0 	9.28059e+07 	0 	
0 	0 	1.0376e+08 	0 	
0 	0 	1.0376e+08 	0 	
0 	0 	1.05815e+08 	0 	
0 	0 	1.11753e+08 	0 	
0 	0 	1.17391e+08 	0 	
0 	0 	1.21004e+08 	0 	
0 	0 	1.24512e+08 	0 	
0 	0 	1.2623e+08 	0 	
0 	0 	1.31247e+08 	0 	
0 	0 	1.32878e+08 	0 	
0 	0 	1.39209e+08 	0 	
0 	0 	1.45264e+08 	0 	
0 	0 	1.46739e+08 	0 	
0 	0 	1.46739e+08 	0 	
0 	0 	1.49645e+08 	0 	
0 	0 	1.51077e+08 	0 	
0 	0 	1.58043e+08 	0 	
0 	0 	1.62079e+08 	0 	
0 	0 	1.66016e+08 	0 	
0 	0 	1.67308e+08 	0 	
0 	0 	1.67308e+08 	0 	
0 	0 	1.71126e+08 	0 	
0 	0 	1.76087e+08 	0 	
0 	0 	1.77305e+08 	0 	
0 	0 	1.78516e+08 	0 	
0 	0 	1.85612e+08 	0 	
0 	0 	1.86768e+08 	0 	
0 	0 	1.87918e+08 	0 	
0 	0 	1.91324e+08 	0 	
0 	0 	1.91324e+08 	0 	
0 	0 	1.95774e+08 	0 	
0 	0 	1.96871e+08 	0 	
0 	0 	2.04384e+08 	0 	
0 	0 	2.05435e+08 	0 	
0 	0 	2.0752e+08 	0 	
0 	0 	2.0752e+08 	0 	
0 	0 	2.08555e+08 	0 	
0 	0 	2.1163e+08 	0 	
0 	0 	2.13655e+08 	0 	
0 	0 	2.16658e+08 	0 	
0 	0 	2.20597e+08 	0 	
0 	0 	2.23506e+08 	0 	
0 	0 	2.24468e+08 	0 	
0 	0 	2.28272e+08 	0 	
0 	0 	2.29214e+08 	0 	
0 	0 	2.32015e+08 	0 	
0 	0 	2.32015e+08 	0 	
0 	0 	2.34782e+08 	0 	
0 	0 	2.3661e+08 	0 	
0 	0 	2.3661e+08 	0 	
0 	0 	2.42008e+08 	0 	
0 	0 	2.42896e+08 	0 	
0 	0 	2.49024e+08 	0 	
0 	0 	2.49888e+08 	0 	
0 	0 	2.49888e+08 	0 	
0 	0 	2.50748e+08 	0 	
0 	0 	2.52459e+08 	7.84602e+12 	
