
0 	0 	0 	0 	100000 	9.99358e-11 	
0 	0 	0 	0 	2.58768e+08 	3.89126e-18 	
0 	0 	0 	0 	5.17436e+08 	3.92133e-19 	
0 	0 	0 	0 	7.76104e+08 	9.00143e-20 	
0 	0 	0 	0 	1.03477e+09 	3.04048e-20 	
0 	0 	0 	0 	1.29344e+09 	1.28921e-20 	
0 	0 	0 	0 	1.55211e+09 	6.35015e-21 	
0 	0 	0 	0 	1.81078e+09 	3.47788e-21 	
0 	0 	0 	0 	2.06944e+09 	2.06134e-21 	
0 	0 	0 	0 	2.32811e+09 	1.29869e-21 	
0 	0 	0 	0 	2.58678e+09 	8.58974e-22 	
0 	0 	0 	1 	100000 	1.32974e-14 	
0 	0 	0 	1 	2.58768e+08 	1.2672e-20 	
0 	0 	0 	1 	5.17436e+08 	2.54532e-21 	
0 	0 	0 	1 	7.76104e+08 	7.43874e-22 	
0 	0 	0 	1 	1.03477e+09 	2.81184e-22 	
0 	0 	0 	1 	1.29344e+09 	1.26696e-22 	
0 	0 	0 	1 	1.55211e+09 	6.47055e-23 	
0 	0 	0 	1 	1.81078e+09 	3.62684e-23 	
0 	0 	0 	1 	2.06944e+09 	2.18352e-23 	
0 	0 	0 	1 	2.32811e+09 	1.39094e-23 	
0 	0 	0 	1 	2.58678e+09 	9.27439e-24 	
0 	0 	0 	2 	100000 	3.2277e-15 	
0 	0 	0 	2 	2.58768e+08 	7.49294e-22 	
0 	0 	0 	2 	5.17436e+08 	1.72493e-23 	
0 	0 	0 	2 	7.76104e+08 	1.65286e-25 	
0 	0 	0 	2 	1.03477e+09 	1.03939e-25 	
0 	0 	0 	2 	1.29344e+09 	1.87787e-25 	
0 	0 	0 	2 	1.55211e+09 	1.6365e-25 	
0 	0 	0 	2 	1.81078e+09 	1.21863e-25 	
0 	0 	0 	2 	2.06944e+09 	8.72509e-26 	
0 	0 	0 	2 	2.32811e+09 	6.23373e-26 	
0 	0 	0 	2 	2.58678e+09 	4.50401e-26 	
0 	0 	0 	3 	100000 	3.10227e-15 	
0 	0 	0 	3 	2.58768e+08 	9.29876e-20 	
0 	0 	0 	3 	5.17436e+08 	1.9494e-20 	
0 	0 	0 	3 	7.76104e+08 	5.76955e-21 	
0 	0 	0 	3 	1.03477e+09 	2.18187e-21 	
0 	0 	0 	3 	1.29344e+09 	9.8064e-22 	
0 	0 	0 	3 	1.55211e+09 	4.99426e-22 	
0 	0 	0 	3 	1.81078e+09 	2.79255e-22 	
0 	0 	0 	3 	2.06944e+09 	1.67792e-22 	
0 	0 	0 	3 	2.32811e+09 	1.06718e-22 	
0 	0 	0 	3 	2.58678e+09 	7.10675e-23 	
0 	0 	0 	4 	100000 	7.06327e-16 	
0 	0 	0 	4 	2.58768e+08 	7.8358e-21 	
0 	0 	0 	4 	5.17436e+08 	1.83938e-21 	
0 	0 	0 	4 	7.76104e+08 	5.86282e-22 	
0 	0 	0 	4 	1.03477e+09 	2.31136e-22 	
0 	0 	0 	4 	1.29344e+09 	1.06436e-22 	
0 	0 	0 	4 	1.55211e+09 	5.50247e-23 	
0 	0 	0 	4 	1.81078e+09 	3.1069e-23 	
0 	0 	0 	4 	2.06944e+09 	1.87926e-23 	
0 	0 	0 	4 	2.32811e+09 	1.20088e-23 	
0 	0 	0 	4 	2.58678e+09 	8.02466e-24 	
0 	0 	0 	5 	100000 	4.56256e-15 	
0 	0 	0 	5 	2.58768e+08 	3.32665e-21 	
0 	0 	0 	5 	5.17436e+08 	8.92055e-22 	
0 	0 	0 	5 	7.76104e+08 	3.18128e-22 	
0 	0 	0 	5 	1.03477e+09 	1.34761e-22 	
0 	0 	0 	5 	1.29344e+09 	6.49366e-23 	
0 	0 	0 	5 	1.55211e+09 	3.45743e-23 	
0 	0 	0 	5 	1.81078e+09 	1.99128e-23 	
0 	0 	0 	5 	2.06944e+09 	1.22121e-23 	
0 	0 	0 	5 	2.32811e+09 	7.88173e-24 	
0 	0 	0 	5 	2.58678e+09 	5.30569e-24 	
0 	0 	1 	0 	100000 	1.32974e-14 	
0 	0 	1 	0 	2.58768e+08 	1.2672e-20 	
0 	0 	1 	0 	5.17436e+08 	2.54532e-21 	
0 	0 	1 	0 	7.76104e+08 	7.43874e-22 	
0 	0 	1 	0 	1.03477e+09 	2.81184e-22 	
0 	0 	1 	0 	1.29344e+09 	1.26696e-22 	
0 	0 	1 	0 	1.55211e+09 	6.47055e-23 	
0 	0 	1 	0 	1.81078e+09 	3.62684e-23 	
0 	0 	1 	0 	2.06944e+09 	2.18352e-23 	
0 	0 	1 	0 	2.32811e+09 	1.39094e-23 	
0 	0 	1 	0 	2.58678e+09 	9.27439e-24 	
0 	0 	1 	1 	100000 	9.98377e-11 	
0 	0 	1 	1 	2.58768e+08 	8.09491e-19 	
0 	0 	1 	1 	5.17436e+08 	5.00752e-20 	
0 	0 	1 	1 	7.76104e+08 	9.66737e-21 	
0 	0 	1 	1 	1.03477e+09 	3.0265e-21 	
0 	0 	1 	1 	1.29344e+09 	1.23424e-21 	
0 	0 	1 	1 	1.55211e+09 	5.94525e-22 	
0 	0 	1 	1 	1.81078e+09 	3.21131e-22 	
0 	0 	1 	1 	2.06944e+09 	1.88598e-22 	
0 	0 	1 	1 	2.32811e+09 	1.18068e-22 	
0 	0 	1 	1 	2.58678e+09 	7.7734e-23 	
0 	0 	1 	2 	100000 	2.83838e-14 	
0 	0 	1 	2 	2.58768e+08 	4.15163e-19 	
0 	0 	1 	2 	5.17436e+08 	4.50525e-20 	
0 	0 	1 	2 	7.76104e+08 	9.84349e-21 	
0 	0 	1 	2 	1.03477e+09 	3.20128e-21 	
0 	0 	1 	2 	1.29344e+09 	1.32542e-21 	
0 	0 	1 	2 	1.55211e+09 	6.43082e-22 	
0 	0 	1 	2 	1.81078e+09 	3.48737e-22 	
0 	0 	1 	2 	2.06944e+09 	2.05302e-22 	
0 	0 	1 	2 	2.32811e+09 	1.28726e-22 	
0 	0 	1 	2 	2.58678e+09 	8.48434e-23 	
0 	0 	1 	3 	100000 	2.66095e-14 	
0 	0 	1 	3 	2.58768e+08 	6.68052e-22 	
0 	0 	1 	3 	5.17436e+08 	4.31639e-23 	
0 	0 	1 	3 	7.76104e+08 	3.54117e-23 	
0 	0 	1 	3 	1.03477e+09 	1.70068e-23 	
0 	0 	1 	3 	1.29344e+09 	8.33797e-24 	
0 	0 	1 	3 	1.55211e+09 	4.41698e-24 	
0 	0 	1 	3 	1.81078e+09 	2.5215e-24 	
0 	0 	1 	3 	2.06944e+09 	1.53365e-24 	
0 	0 	1 	3 	2.32811e+09 	9.83088e-25 	
0 	0 	1 	3 	2.58678e+09 	6.58202e-25 	
0 	0 	1 	4 	100000 	9.28013e-18 	
0 	0 	1 	4 	2.58768e+08 	5.48944e-22 	
0 	0 	1 	4 	5.17436e+08 	7.25406e-22 	
0 	0 	1 	4 	7.76104e+08 	2.5643e-22 	
0 	0 	1 	4 	1.03477e+09 	9.96309e-23 	
0 	0 	1 	4 	1.29344e+09 	4.48391e-23 	
0 	0 	1 	4 	1.55211e+09 	2.27624e-23 	
0 	0 	1 	4 	1.81078e+09 	1.26829e-23 	
0 	0 	1 	4 	2.06944e+09 	7.598e-24 	
0 	0 	1 	4 	2.32811e+09 	4.82108e-24 	
0 	0 	1 	4 	2.58678e+09 	3.20466e-24 	
0 	0 	1 	5 	100000 	2.94911e-14 	
0 	0 	1 	5 	2.58768e+08 	3.43832e-20 	
0 	0 	1 	5 	5.17436e+08 	7.5049e-21 	
0 	0 	1 	5 	7.76104e+08 	2.27815e-21 	
0 	0 	1 	5 	1.03477e+09 	8.75704e-22 	
0 	0 	1 	5 	1.29344e+09 	3.97865e-22 	
0 	0 	1 	5 	1.55211e+09 	2.04126e-22 	
0 	0 	1 	5 	1.81078e+09 	1.14728e-22 	
0 	0 	1 	5 	2.06944e+09 	6.91903e-23 	
0 	0 	1 	5 	2.32811e+09 	4.4126e-23 	
0 	0 	1 	5 	2.58678e+09 	2.94453e-23 	
0 	0 	2 	0 	100000 	3.2277e-15 	
0 	0 	2 	0 	2.58768e+08 	7.49294e-22 	
0 	0 	2 	0 	5.17436e+08 	1.72493e-23 	
0 	0 	2 	0 	7.76104e+08 	1.65286e-25 	
0 	0 	2 	0 	1.03477e+09 	1.03939e-25 	
0 	0 	2 	0 	1.29344e+09 	1.87787e-25 	
0 	0 	2 	0 	1.55211e+09 	1.6365e-25 	
0 	0 	2 	0 	1.81078e+09 	1.21863e-25 	
0 	0 	2 	0 	2.06944e+09 	8.72509e-26 	
0 	0 	2 	0 	2.32811e+09 	6.23373e-26 	
0 	0 	2 	0 	2.58678e+09 	4.50401e-26 	
0 	0 	2 	1 	100000 	2.83838e-14 	
0 	0 	2 	1 	2.58768e+08 	4.15163e-19 	
0 	0 	2 	1 	5.17436e+08 	4.50525e-20 	
0 	0 	2 	1 	7.76104e+08 	9.84349e-21 	
0 	0 	2 	1 	1.03477e+09 	3.20128e-21 	
0 	0 	2 	1 	1.29344e+09 	1.32542e-21 	
0 	0 	2 	1 	1.55211e+09 	6.43082e-22 	
0 	0 	2 	1 	1.81078e+09 	3.48737e-22 	
0 	0 	2 	1 	2.06944e+09 	2.05302e-22 	
0 	0 	2 	1 	2.32811e+09 	1.28726e-22 	
